match_id,utc_date,status,matchday,stage,group,last_updated,home_team_id,home_team,home_team_short,home_team_tla,home_team_crest,away_team_id,away_team,away_team_short,away_team_tla,away_team_crest,winner,duration,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time
537403,2026-06-17 17:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_K,2026-06-20 15:20:13+00:00,765.0,Portugal,Portugal,POR,https://crests.football-data.org/765.svg,1934.0,Congo DR,Congo DR,COD,https://crests.football-data.org/congo_dr.svg,DRAW,REGULAR,1.0,1.0,1.0,1.0
537409,2026-06-17 20:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_L,2026-06-20 15:20:13+00:00,770.0,England,England,ENG,https://crests.football-data.org/770.svg,799.0,Croatia,Croatia,CRO,https://crests.football-data.org/799.svg,HOME_TEAM,REGULAR,4.0,2.0,2.0,2.0
537410,2026-06-17 23:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_L,2026-06-20 15:20:13+00:00,763.0,Ghana,Ghana,GHA,https://crests.football-data.org/ghana.svg,1836.0,Panama,Panama,PAN,https://crests.football-data.org/panama.svg,HOME_TEAM,REGULAR,1.0,0.0,0.0,0.0
537404,2026-06-18 02:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_K,2026-06-20 15:20:13+00:00,8070.0,Uzbekistan,Uzbekistan,UZB,https://crests.football-data.org/8070.png,818.0,Colombia,Colombia,COL,https://crests.football-data.org/818.svg,AWAY_TEAM,REGULAR,1.0,3.0,0.0,1.0
537329,2026-06-18 16:00:00+00:00,FINISHED,2.0,GROUP_STAGE,GROUP_A,2026-06-20 15:20:13+00:00,798.0,Czechia,Czechia,CZE,https://crests.football-data.org/798.svg,774.0,South Africa,South Africa,RSA,https://crests.football-data.org/9396.svg,DRAW,REGULAR,1.0,1.0,1.0,0.0
537335,2026-06-18 19:00:00+00:00,FINISHED,2.0,GROUP_STAGE,GROUP_B,2026-06-20 15:20:13+00:00,788.0,Switzerland,Switzerland,SUI,https://crests.football-data.org/788.svg,1060.0,Bosnia-Herzegovina,Bosnia-H.,BIH,https://crests.football-data.org/bosnia.svg,HOME_TEAM,REGULAR,4.0,1.0,0.0,0.0
537336,2026-06-18 22:00:00+00:00,FINISHED,2.0,GROUP_STAGE,GROUP_B,2026-06-20 15:20:13+00:00,828.0,Canada,Canada,CAN,https://crests.football-data.org/canada.svg,8030.0,Qatar,Qatar,QAT,https://crests.football-data.org/8030.svg,HOME_TEAM,REGULAR,6.0,0.0,3.0,0.0
537330,2026-06-19 01:00:00+00:00,FINISHED,2.0,GROUP_STAGE,GROUP_A,2026-06-20 15:20:13+00:00,769.0,Mexico,Mexico,MEX,https://crests.football-data.org/769.svg,772.0,South Korea,Korea Republic,KOR,https://crests.football-data.org/772.png,HOME_TEAM,REGULAR,1.0,0.0,0.0,0.0
537348,2026-06-19 19:00:00+00:00,FINISHED,2.0,GROUP_STAGE,GROUP_D,2026-06-20 15:20:13+00:00,771.0,United States,USA,USA,https://crests.football-data.org/usa.svg,779.0,Australia,Australia,AUS,https://crests.football-data.org/779.svg,HOME_TEAM,REGULAR,2.0,0.0,2.0,0.0
537342,2026-06-19 22:00:00+00:00,FINISHED,2.0,GROUP_STAGE,GROUP_C,2026-06-20 15:20:13+00:00,8873.0,Scotland,Scotland,SCO,https://crests.football-data.org/814.svg,815.0,Morocco,Morocco,MAR,https://crests.football-data.org/morocco.svg,AWAY_TEAM,REGULAR,0.0,1.0,0.0,1.0
